LastChange,Title,Developer,Reviews,Price,Discount,ProtonDB,Status,Publisher
"Apr 18, 2025",Puropu Defense Squad,PlayTogether Studio,67%,$9.99,,,Playable,N/A
"Apr 18, 2025",Milky Way Idle,cheze,76%,Free,,,Playable,N/A
"Apr 18, 2025",Bond Blues,"CasualTF2, Liblung, ALIAS, et al.",75%,Free,,,Verified,N/A
"Apr 18, 2025",TrickShot Simulator,BeaTeb,81%,$5.99,,,Playable,N/A
"Apr 17, 2025",Gah!,Jasio Games,97%,$11.99,,,Verified,N/A
"Apr 17, 2025",Castle Break,"Pauloondra, Pavel Snytko",85%,$0.99,-80%,,Playable,N/A
"Apr 17, 2025",STAR OCEAN THE DIVINE FORCE,"Square Enix, tri-Ace",67%,$59.99,,,Playable,N/A
"Apr 17, 2025",Commander Quest,"Commander Team, Flyway Games, Inc., Flywaygames",76%,$11.99,,,Playable,N/A
"Apr 17, 2025",CityDriver,"ViewApp, ViewApp GmbH",41%,$29.99,,,Unsupported,N/A
"Apr 17, 2025",Bump,TwinBrains Studio,90%,Free,,,Playable,N/A
"Apr 17, 2025",HENTAI CLIMBER,PlatSTUDIO,67%,$0.99,,,Playable,N/A
"Apr 17, 2025",Atman:Rebel Flame,JUP GAME,50%,Free,,,Unsupported,N/A
"Apr 17, 2025",Halmaverse,Techie,,Free,,,Unsupported,N/A
"Apr 17, 2025",Three Kingdoms: The Blood Moon,Kygua Tech,93%,$8.99,,,Playable,N/A
"Apr 17, 2025",Picture Perfect,"SuperWriter, SuperWriter Games LLC",76%,$14.99,,,Playable,N/A
"Apr 17, 2025",Far Cry 5,"Red Storm, Ubisoft Kiev, Ubisoft Montreal, Ubisoft Shanghai, Ubisoft Toronto",80%,$59.99,,,Playable,N/A
"Apr 17, 2025",Urban Jungle,Kylyk Games,94%,$11.99,,,Playable,N/A
"Apr 17, 2025",Leisure yacht,Drunk Robot,56%,,,,Playable,N/A
"Apr 17, 2025",NETHER HEROES,"Arakuma Studio, Mitridan",90%,Free,,,Playable,N/A
"Apr 17, 2025",Nomad Idle,The Fox Knocks,63%,$9.99,,,Playable,N/A
"Apr 17, 2025",IMA SURVIVOR,Archor Wright,60%,$0.99,,,Playable,N/A
"Apr 17, 2025",Beast Saga,"嘉兴黑曜石, 嘉兴黑曜石(Jiaxing Obsidian), 嘉兴黑曜石信息技术有限公司",81%,$16.19,-10%,,Playable,N/A
"Apr 17, 2025",Bugnauts,Bucket O' Bugs,69%,Free,,,Playable,N/A
"Apr 17, 2025",Last Hope,Poolside games,93%,$19.99,,,Unsupported,N/A
"Apr 17, 2025",Tayutama: Kiss on my Deity,"Frontier Works Inc., Lump of Sugar, kawaiinium",97%,$34.99,,,Playable,N/A
"Apr 17, 2025",Malware,Odd Games,88%,$2.99,,,Unsupported,N/A
"Apr 17, 2025",Slipstream: Rogue Space,Subpixel Studios,92%,Free,,,Playable,N/A
"Apr 17, 2025",Expelled!,"inkle, inkle Ltd",96%,$14.99,,,Verified,N/A
"Apr 16, 2025",MySims™ Kingdom,Maxis,92%,$39.99,,,Verified,N/A
"Apr 16, 2025",PEPPERED,Mostly Games,95%,$14.99,,,Verified,N/A
"Apr 16, 2025",Plague: London 1665,WASD Games,93%,$14.99,,,Playable,N/A
"Apr 16, 2025",Cinemaster Cinema Simulator,Overload Games,42%,$9.99,,,Playable,N/A
"Apr 16, 2025",Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles 2,CyberConnect2,,$59.99,,,Verified,N/A
"Apr 16, 2025",Quasimorph,"Magnum Scriptum, MgnmScrptmDvs",82%,$14.99,-25%,,Verified,N/A
"Apr 16, 2025",Hotloop,"Jebbyk, Tntlaxy, Tntlaxy GDS",91%,$2.99,,,Verified,N/A
"Apr 16, 2025",Speedway Challenge 2025,Artur Berkowski Berobasket,72%,Free,,,Playable,N/A
"Apr 16, 2025",Orgynizer,LizardFactory,96%,$4.99,,,Playable,N/A
"Apr 16, 2025",BLEACH Rebirth of Souls,TAMSOFT CORPORATION,63%,$59.99,,,Playable,N/A
"Apr 16, 2025",Refence,Muurou Tech,86%,$5.99,,,Playable,N/A
"Apr 16, 2025",Love Wish 2,Double W,79%,$0.99,-50%,,Playable,N/A
"Apr 16, 2025",Everwarder,qLate,95%,$8.99,,,Playable,N/A
"Apr 16, 2025",Minicology,Isaac Denner,72%,$14.99,,,Playable,N/A
"Apr 16, 2025",Champions of Anteria,Blue Byte,48%,$29.99,,,Unsupported,N/A
"Apr 16, 2025",Honey Milf,Cyber Keks,66%,$0.99,,,Unsupported,N/A
"Apr 16, 2025",HoneyHoneyHoney!,Ouchi Jikan,91%,$8.99,-70%,,Unsupported,N/A
"Apr 16, 2025",Starecrown,Jofini,85%,Free,,,Unsupported,N/A
"Apr 16, 2025",Supernatural,Hitori De Productions,63%,$8.99,,,Unsupported,N/A
"Apr 16, 2025",Ecto,Dez Boyle,93%,Free,,,Playable,N/A
"Apr 16, 2025",Glass Heart: Retold,Eternal Love Studios,100%,$19.99,,,Unsupported,N/A
"Apr 16, 2025",Tiny Chaos,KatrGames,84%,$4.99,,,Playable,N/A
"Apr 16, 2025",myPOPGOES,Kane Carter,85%,$4.99,,,Playable,N/A
"Apr 16, 2025",Меліній,LimeePan,94%,Free,,,Playable,N/A
"Apr 16, 2025",Re: Award,"Sonic-Alpha, Star Losvice",70%,Free,,,Playable,N/A
"Apr 16, 2025",Oversleep,Toasted Games,,$2.99,,,Playable,N/A
"Apr 16, 2025",Dirty League,"Flushee LTD, Flushee 💘, Flushee 🔞",72%,,,,Playable,N/A
"Apr 16, 2025",Giresun,Hakan ALTINOK,,Free,,,Playable,N/A
"Apr 16, 2025",Ark Nova,Dire Wolf,92%,$22.99,,,Playable,N/A
"Apr 16, 2025",Repurpose,Repurpose Studios,91%,$10.99,,,Unsupported,N/A
"Apr 16, 2025",Princess Knight's Mission ~ Anna's Marvelous Adventures ~,キリンジェット,93%,$14.99,,,Playable,N/A
"Apr 16, 2025",Corsairs Legacy,Mauris,75%,$19.99,,,Playable,N/A
"Apr 16, 2025",Kuroinu Redux,"Liquid, Liquld",78%,$9.99,-50%,,Playable,N/A
"Apr 16, 2025",DinoTribe,T Marton,79%,,,,Playable,N/A
"Apr 16, 2025",Sex & Blood: Vampires,Taboo Tales 💘,72%,$9.99,,,Unsupported,N/A
"Apr 16, 2025",AHEGAL,"Oppai-Man, OppaiMan, OppaiMan 2D",88%,$1.99,,,Playable,N/A
"Apr 16, 2025",We should talk.,Insatiable Cycle,60%,$6.99,,,Playable,N/A
"Apr 16, 2025",One Way Road: Firehunt,Shabunov Leonid,75%,Free,,,Unsupported,N/A
"Apr 16, 2025",Limbs,"Dominik Würsch, Moritz Göldi",77%,$4.99,,,Verified,N/A
"Apr 16, 2025",OrcinUS: Orca Pod Rescue,Sea Panda Creative,92%,Free,,,Playable,N/A
"Apr 16, 2025",The Chef's Shift,Panitia GameDev,97%,$11.69,-10%,,Playable,N/A
"Apr 15, 2025",Memory Lost,Magic Hazard,95%,$19.99,,,Verified,N/A
"Apr 15, 2025",Lyca,Syphono4,83%,$4.99,,,Playable,N/A
"Apr 15, 2025",Trackline Express,Bubblebird Studio,88%,$14.99,,,Verified,N/A
"Apr 15, 2025",Shadow Alchemist,PostHuman Interactive,97%,$3.99,,,Playable,N/A
"Apr 15, 2025",Spark,"Caleb Krainman, Davis Cowper, Isabel Duaso, Libby Schuchardt, Wren Butts",,Free,,,Playable,N/A
"Apr 15, 2025",TETRIS® THE GRAND MASTER 4 -ABSOLUTE EYE-,ARIKA,86%,$34.99,,,Verified,N/A
"Apr 15, 2025",Metaball,Bucketplay Inc.,68%,Free,,,Verified,N/A
"Apr 15, 2025",Elixir of Immortality II: The League of Immortality,First Violin Games,40%,$4.99,,,Playable,N/A
"Apr 15, 2025",Coin,BlueScreen,59%,Free,,,Playable,N/A
"Apr 15, 2025",Andarin Weppes: Pre-Dementia,Mötiv,93%,Free,,,Unsupported,N/A
"Apr 15, 2025",Sex Search,"Gamesforfarm, Gamesforgames, Slippy Floor",55%,,,,Playable,N/A
"Apr 15, 2025",Henosis,Odd Critter Games,,,,,Playable,N/A
"Apr 15, 2025",Wildkeepers Rising,Lioncode Games,80%,$9.99,,,Verified,N/A
"Apr 15, 2025",Chinese Empire,"G11 S.A., Yeyuna",37%,$16.99,,,Unsupported,N/A
"Apr 15, 2025",Medved Hellraiser 3: Green Elephant,Falco Software,52%,Free,,,Playable,N/A
"Apr 15, 2025",The Beekeeper's Picnic,"Afoot Games, Jabbage",98%,$13.99,,,Playable,N/A
"Apr 15, 2025",Kallax,Unexpected,85%,$9.99,,,Playable,N/A
"Apr 15, 2025",World of Tennis: Roaring ’20s,Helium9 Games,74%,Free,,,Playable,N/A
"Apr 15, 2025",Thunder Helix,David Walters,96%,$19.99,,,Verified,N/A
"Apr 15, 2025",Shujinkou,"Rice Games, Rice Games Inc",100%,$59.99,,,Playable,N/A
"Apr 15, 2025",GESTALT: The Fifth Day,KINJAKO,92%,$5.99,,,Unsupported,N/A
"Apr 15, 2025",Ever 17 - The Out of Infinity,MAGES. Inc.,79%,$29.99,,,Playable,N/A
"Apr 15, 2025",Paranoid,"Madmind Studio, Team Mental",40%,$8.99,-50%,,Unsupported,N/A
"Apr 15, 2025",Moen,"Ambient Melancholy, Atlas, Atlas Interactive, Crystal Frog Games",80%,Free,,,Playable,N/A
"Apr 15, 2025",Cardaire,aeiou,94%,$9.99,,,Playable,N/A
"Apr 15, 2025",OBSCURA,Rotten Raccoons,100%,$14.99,,,Playable,N/A
"Apr 15, 2025",Overthrown,Brimstone,73%,$19.99,,,Playable,N/A
"Apr 15, 2025",Flowereverie,Julian Bliss,,$7.99,,,Playable,N/A
"Apr 15, 2025",PILGRIM,DESPERATE MEASURES,78%,$7.99,,,Playable,N/A
"Apr 15, 2025",WEEB,Team Dunplar,43%,Free,,,Playable,N/A
"Apr 15, 2025",Creation of a god,Lost Dreams Games,83%,$0.99,,,Playable,N/A
"Apr 15, 2025",Narcalid,Lotus Mountain Creative,,$19.99,,,Playable,N/A
"Apr 15, 2025",Fisher's Idle,Raay,73%,$3.99,,,Playable,N/A
"Apr 14, 2025",Tile Perfect,Shinogame,77%,Free,,,Verified,N/A
"Apr 14, 2025",Utopia Must Fall,Pixeljam,95%,$6.99,,,Playable,N/A
"Apr 14, 2025",Grunn,"Sokpop Collective, Tom van den Boogaart",97%,$12.99,,,Verified,N/A
"Apr 14, 2025",Promise Mascot Agency,"Kaizen Game Works, Kaizen Game Works Limited",97%,$24.99,,,Verified,N/A
"Apr 14, 2025",The Cursed Kingdom,Poorly Drawn Squid,95%,$1.99,-75%,,Verified,N/A
"Apr 14, 2025",Badlands Crew,Runner Duck,82%,$18.99,,,Verified,N/A
"Apr 14, 2025",UEBERNATURAL: Prologue,ILIKESCIFI Games,93%,Free,,,Playable,N/A
"Apr 14, 2025",Erotica,Daniels K.,87%,$9.99,,,Unsupported,N/A
"Apr 14, 2025",Are You Smarter than a 5th Grader?,Massive Miniteam,69%,$29.99,,,Playable,N/A
"Apr 14, 2025",Kulebra and the Souls of Limbo,Galla,98%,$19.99,,,Verified,N/A
"Apr 14, 2025",Star Of The Show,Chainsaw Development,54%,Free,,,Playable,N/A
"Apr 14, 2025",Three kingdoms story: Conussia,kamti,52%,$6.99,,,Unsupported,N/A
"Apr 14, 2025",Below Sunshade,Arvus Games,63%,$5.99,,,Unsupported,N/A
"Apr 14, 2025",The Courage to be Disliked,myigloo,88%,Free,,,Playable,N/A
"Apr 14, 2025",BAR,TechieMay,82%,$5.99,,,Playable,N/A
"Apr 14, 2025",Starstream,Glass Giant Games,,Free,,,Playable,N/A
"Apr 14, 2025",Succubus Forest,MKaiser,76%,$12.99,,,Unsupported,N/A
"Apr 14, 2025",WebCum Secrets 🔞💦,"Dirty Adventures 🖤, Lust Desires 🖤",78%,$9.99,,,Playable,N/A
"Apr 14, 2025",Bugaboo Pocket,Elytra Games,88%,$19.99,,,Playable,N/A
"Apr 14, 2025",ZombieCards,HotScent,52%,$5.99,,,Playable,N/A
"Apr 14, 2025",Sacred of Gates : Tinder,Sacred of Gates : Tinder,72%,,,,Playable,N/A
"Apr 14, 2025",Hot Pussy College 🍓🔞,"Octo Games, Taboo Tales 💘",48%,$6.99,,,Playable,N/A
"Apr 14, 2025",Lemonade Apocalypse,Juggler Interactive,94%,Free,,,Playable,N/A
"Apr 14, 2025",Sex Desert: Mad Lust,Carnality INC,67%,$9.99,,,Unsupported,N/A
"Apr 14, 2025",Border Dungeon,清友工作室,70%,$5.99,,,Playable,N/A
"Apr 14, 2025",Sultan's Game,Double Cross,94%,$24.99,,,Playable,N/A
"Apr 14, 2025",Nordhold,StunForge,89%,$19.99,,,Playable,N/A
"Apr 14, 2025",Shift'n Slay,DREBOT game studio,85%,$11.99,,,Playable,N/A
"Apr 14, 2025",Folklands,Bromantic Games,87%,$14.99,,,Unsupported,N/A
"Apr 14, 2025",Mojika,NITRO ORIGIN,83%,$24.99,,,Unsupported,N/A
"Apr 14, 2025",Mist,43N34S,84%,Free,,,Playable,N/A
"Apr 14, 2025",The Roottrees are Dead,"Jeremy Johnston, Robin Ward",97%,$19.99,,,Playable,N/A
"Apr 14, 2025",Breaking Time,"Jani Ylimartimo, Severi Havin, Toni Viikki",94%,Free,,,Playable,N/A
"Apr 14, 2025",Diatomic,"Diatomic Studios, DiatomicStudios",81%,$9.99,,,Playable,N/A
"Apr 14, 2025",Gameartopia,Carlos Padial,80%,Free,,,Verified,N/A
"Apr 11, 2025",CORN,Team SNEED,74%,Free,,,Playable,N/A
"Apr 11, 2025",Aeons Echo,Aeons Studio,74%,,,,Verified,N/A
"Apr 11, 2025",Kādomon: Hyper Auto Battlers,Dino Rocket,67%,$9.99,,,Playable,N/A
"Apr 11, 2025",FREEDOM WARS Remastered,Dimps Corporation,68%,$39.99,,,Verified,N/A
"Apr 11, 2025",Wild Indigo Ranch,"Funday Factory, Funday Games",70%,$7.99,-60%,,Verified,N/A
"Apr 11, 2025",🌟K-POP STAR🌟,"K-POP Group, MIDNIGHTMOON3D",55%,$9.99,,,Playable,N/A
"Apr 11, 2025",DISORDER,GRUMPY,45%,$23.99,-20%,,Playable,N/A
"Apr 11, 2025",Haunted House 2,Genuine Studio,88%,$9.99,,,Playable,N/A
"Apr 11, 2025",Devastating Fog,juk3n,,$4.99,,,Unsupported,N/A
"Apr 11, 2025",Castle Doombad Classic,Grumpyface Studios,94%,$9.99,,,Playable,N/A
"Apr 11, 2025",Lord Goblin,BBBen and his Big Brass Band,78%,$9.99,,,Playable,N/A
"Apr 11, 2025",UNDER the SAND,IndieMax,76%,$19.99,,,Playable,N/A
"Apr 11, 2025",Angel Sex Pet,Cybele,74%,$9.99,,,Playable,N/A
"Apr 11, 2025",Diamond,DD-Double-D,36%,Free,,,Playable,N/A
"Apr 11, 2025","Love, Elections, and Chocolate",sprite,91%,$29.99,,,Playable,N/A
"Apr 11, 2025",CRUEL,James Dornan,95%,$9.99,,,Playable,N/A
"Apr 11, 2025",AI Limit,Sense Games,93%,$34.99,,,Playable,N/A
"Apr 11, 2025",Emberdrift,Vividesca Games,100%,$14.99,,,Playable,N/A
"Apr 11, 2025",Cubidle,MEDIUM QUALITY GAMES,23%,$8.99,,,Playable,N/A
"Apr 11, 2025",MicroSStep,ProjectHueHuman,82%,$4.99,,,Playable,N/A
"Apr 11, 2025",Mr.President!,Game Developer X,83%,$9.99,,,Playable,N/A
"Apr 11, 2025",Dysarmia,"Carlie Kubisek, Dante Radcliffe, Matilyn Elkin, Reece Washington",,Free,,,Playable,N/A
"Apr 11, 2025",Chambers: The Outlaw,Mr. Pink,80%,,,,Unsupported,N/A
"Apr 11, 2025",OBSCURIA,ARANJA GAMES,57%,Free,,,Unsupported,N/A
"Apr 11, 2025",FACEMINER,Wristwork,91%,$6.39,-20%,,Playable,N/A
"Apr 11, 2025",Archipelago,Team Archipelago,88%,Free,,,Playable,N/A
"Apr 11, 2025",Violet,OneManOnly Studios,75%,$18.99,,,Playable,N/A
"Apr 11, 2025",Strongest☆Angel Zerachiel!,Kujirabo。,94%,$17.99,,,Playable,N/A
"Apr 11, 2025",Card Survival: Fantasy Forest,WinterSpring Games,72%,$17.99,,,Playable,N/A
"Apr 11, 2025",Kakuriyo,"Kakuriyo, Inc.",,Free,,,Unsupported,N/A
"Apr 10, 2025",Blood West,Hyperstrange,90%,$12.49,-50%,,Verified,N/A
"Apr 10, 2025",MainFrames,Assoupi,89%,$12.99,,,Verified,N/A
"Apr 10, 2025",Honeymancer,Lukas Lundin,95%,$14.99,,,Playable,N/A
"Apr 10, 2025",Alien Cafe,"Chris Chandler, ProGameDev",100%,Free,,,Playable,N/A
"Apr 10, 2025",Streaming ON! VTuber Training,Momentum Games,71%,$9.99,,,Playable,N/A
"Apr 10, 2025",Furry Aim Trainer,Pantsu Productions,91%,$0.99,,,Playable,N/A
"Apr 10, 2025",My Friend's Family (Captain Kitty),Captain Kitty,71%,$16.99,,,Verified,N/A
"Apr 10, 2025",Asteroides,Verrua Giuseppe,76%,Free,,,Playable,N/A
"Apr 10, 2025",Ritual of Raven,Spellgarden Games,,,,,Playable,N/A
"Apr 10, 2025",Vanakatu,Inga,87%,Free,,,Playable,N/A
"Apr 10, 2025",Into the Dead: Our Darkest Days,PikPok,85%,$24.99,,,Playable,N/A
"Apr 10, 2025",LEWDAPOCALYPSE,KG/AM,94%,$0.99,,,Playable,N/A
"Apr 10, 2025",Anon's Neko Waifus,Lil Hentai Games,78%,$3.99,,,Playable,N/A
"Apr 10, 2025",Yume Gufi,cakesin,,Free,,,Unsupported,N/A
"Apr 10, 2025",Frontline Inferno,HMS Studios,85%,Free,,,Unsupported,N/A
"Apr 10, 2025",Space Bar At The End Of The Galaxy,Little Black Book Entertainment,63%,$4.99,,,Verified,N/A
"Apr 10, 2025",Sandwalkers - Prologue,Goblinz Studio,83%,Free,,,Unsupported,N/A
"Apr 10, 2025",Backroom Company,Hypercent Inc.,83%,$8.99,,,Playable,N/A
"Apr 10, 2025",Summer Scent,The Naughty Captain,79%,$14.99,,,Playable,N/A
"Apr 10, 2025",Tales Beyond The Tomb - Pineville Night Stalker,616 GAMES,83%,Free,,,Playable,N/A
"Apr 10, 2025",Corner Kitchen Fast Food Simulator,Purple Heads Games,88%,$13.99,,,Playable,N/A
"Apr 10, 2025",CAPTURED,Puck Redflix,97%,$6.45,,,Playable,N/A
"Apr 10, 2025",Yarimono,にゅう工房,88%,$24.99,,,Playable,N/A
"Apr 10, 2025",Tower of Kalemonvo,osur,86%,$14.99,,,Playable,N/A
"Apr 10, 2025",The Cursed Moon ~The Girl Trapped in the Haunted House~,"Tsukki's Tea Party, つっきーのお茶会",95%,$16.99,,,Playable,N/A
"Apr 10, 2025",Novivors,Limited Input,71%,$4.99,,,Playable,N/A
"Apr 10, 2025",Aeruta,"FromDawn, FromDawn Games",90%,$14.99,,,Unsupported,N/A
"Apr 10, 2025",(Neg)Entropic Wandering,Ryan Nein,84%,Free,,,Playable,N/A
"Apr 10, 2025",Down Abyss,Siren's Echoes,,Free,,,Playable,N/A
"Apr 10, 2025",Wonder Waifu: Ero-Hero NTR,Miel,63%,$11.99,,,Playable,N/A
"Apr 10, 2025",Island of Penance,ONEONE1,55%,$12.99,,,Playable,N/A
"Apr 10, 2025",Heian City Story,"Kairosoft Co.,Ltd",90%,$8.99,,,Verified,N/A
"Apr 10, 2025",Sniper Elite: Nazi Zombie Army,Rebellion,88%,$14.99,,,Playable,N/A
"Apr 10, 2025",Love x Debut,Astro Arc Games Inc,71%,,,,Playable,N/A
"Apr 10, 2025",LIO,Fili,60%,Free,,,Playable,N/A
"Apr 10, 2025",REVEREND,Twisted Sickle,92%,$2.24,-25%,,Playable,N/A
"Apr 10, 2025",Royal Quest Online,"BASE, Digital Entertainment HK, Katauri Interractive, 1C, Fulqrum Publishing",81%,Free,,,Playable,N/A
"Apr 10, 2025",Bioweaver,"Emprom Game, Wild Kid Games",79%,$6.99,,,Verified,N/A
"Apr 09, 2025",Monaco 2,Pocketwatch Games,68%,$24.99,,,Playable,N/A
"Apr 09, 2025",Kiosk,Vivi,87%,$3.99,,,Verified,N/A
"Apr 09, 2025",Blast Rush Classic,Bipedal Dog,,$0.99,-80%,,Verified,N/A
"Apr 09, 2025",Roll Five,One Family Army,100%,$10.99,,,Playable,N/A
"Apr 09, 2025",Lab Rat,Chump Squad,96%,$19.99,,,Playable,N/A
"Apr 09, 2025",Flower Fight,Viator,65%,Free,,,Playable,N/A
"Apr 09, 2025",Angelstruck,Feral Paw,95%,$5.99,,,Verified,N/A
"Apr 09, 2025",Ruined Nurse,"eTIRUe, eTIRUeeTIRUe",82%,$6.99,,,Playable,N/A
"Apr 09, 2025",Book Bound,Bit66,83%,$6.99,,,Verified,N/A
"Apr 09, 2025",RewindGirl,べすとまん,93%,$7.99,,,Verified,N/A
"Apr 09, 2025",Arisen Force: Life Devotee,Lemport,96%,Free,,,Playable,N/A
"Apr 09, 2025",InFlux Redux,Impromptu Games,100%,$19.99,,,Verified,N/A
"Apr 09, 2025",Morels: The Hunt 2,Abrams Studios,90%,$19.99,,,Playable,N/A
"Apr 09, 2025",Siegebreaker,Immortal Forge,81%,$11.99,,,Playable,N/A
"Apr 09, 2025",Schedule I,TVGS,98%,$19.99,,,Playable,N/A
"Apr 09, 2025",Tex-Mechs,SMU Guildhall,91%,Free,,,Verified,N/A
"Apr 09, 2025",CTRL Phreak,Robot-Satan,100%,$4.99,,,Playable,N/A
"Apr 09, 2025",To Your Stations!,Orbital Contingent,88%,Free,,,Verified,N/A
"Apr 09, 2025",Piffsy,VirtualX Technologies,62%,Free,,,Unsupported,N/A
"Apr 09, 2025",Whimsy,Madison Karrh,94%,Free,,,Unsupported,N/A
"Apr 09, 2025",In Sink,Clock Out Games,89%,$14.99,,,Playable,N/A
"Apr 09, 2025",GymBro,"DEMI, heisNzy-",46%,Free,,,Playable,N/A
"Apr 09, 2025",CHROMA,Dragonfly Games,85%,Free,,,Playable,N/A
"Apr 09, 2025",Grind Stormer,"Bitwave Games, Toaplan",70%,$7.99,,,Playable,N/A
"Apr 09, 2025",Amairo Chocolate,Cabbage Soft,97%,$24.99,,,Verified,N/A
"Apr 09, 2025",Territory: Farming and Fighting,Wit Studio,87%,$10.99,,,Playable,N/A
"Apr 09, 2025",Mad Island,EmadePlus,90%,$19.99,,,Playable,N/A
"Apr 09, 2025",Sancticide,"Red Square Games, Sylen Studio",68%,$16.99,,,Playable,N/A
"Apr 09, 2025",Polismos,Composition GS,71%,$19.99,,,Playable,N/A
"Apr 09, 2025",Arrogue,"Coduck Studio, PIPAPOU",79%,$11.99,,,Playable,N/A
"Apr 09, 2025",MEMORIA POLIS,5PM Studio,77%,$24.99,,,Playable,N/A
"Apr 09, 2025",Twilight Monk,Aquatic Moon Games,75%,$19.99,,,Playable,N/A
"Apr 09, 2025",WildFront,Etheral Games,83%,Free,,,Playable,N/A
"Apr 09, 2025",Dice People,"Manodeix, Mateusk2m",93%,$2.99,,,Playable,N/A
"Apr 09, 2025",Imitosis,One Over Games,98%,Free,,,Playable,N/A
"Apr 09, 2025",Smash and Bash Monsters,"DuGringo, DuGringoGames",80%,$3.49,,,Playable,N/A
"Apr 09, 2025",Gnomich,Pot-bellied Gnomes,38%,Free,,,Unsupported,N/A
"Apr 09, 2025",The Monarch: First Light,Citadel Games,69%,Free,,,Playable,N/A
"Apr 08, 2025",Max Manos,"Jumoh, Max Manos",94%,$5.99,,,Playable,N/A
"Apr 08, 2025",Level Devil,Unept,88%,$6.99,,,Verified,N/A
"Apr 08, 2025",Tower Pets,Final Screw,,$1.99,,,Verified,N/A
"Apr 08, 2025",Unheim,Lovely Bytes,89%,$5.99,,,Playable,N/A
"Apr 08, 2025",LoveAndComplex,Teamgane,,Free,,,Playable,N/A
"Apr 08, 2025",Project Juggler,peanutbutterandjuggler,,Free,,,Playable,N/A
"Apr 08, 2025",Streamer Life Simulator 2,Cheesecake Dev,83%,$9.99,,,Playable,N/A
"Apr 08, 2025",Once a Tale,"2 Igloos, Carcajou Games, Triple Boris Inc.",90%,$14.99,,,Playable,N/A
"Apr 08, 2025",Find All Things,Best Friend Games,,$9.99,,,Playable,N/A
"Apr 08, 2025",DACHstudio Jigsaw Puzzle Box,"DACHstudio, SpielmannSpiel, bison",94%,Free,,,Playable,N/A
"Apr 08, 2025",Sokpop S06: Good Goods Incorporated,Sokpop Collective,31%,$2.99,,,Playable,N/A
"Apr 08, 2025",Rogue Worlds,Cognitive Forge,96%,Free,,,Verified,N/A
"Apr 08, 2025",Arcane Blast,Campfire Studio,70%,$9.99,,,Playable,N/A
"Apr 08, 2025",Songs Of Silence,Chimera Entertainment,80%,$17.99,-40%,,Verified,N/A
"Apr 08, 2025",Squirreled Away,"Amplifier Studios, Far Seas, Far Seas / ABC",93%,$14.99,,,Playable,N/A
"Apr 08, 2025",Spilled!,Lente,95%,$5.39,-10%,,Playable,N/A
"Apr 08, 2025",Feather Party,threeW,92%,$4.99,,,Unsupported,N/A
"Apr 08, 2025",Primal Hearts 2,Marmalade,96%,$19.99,-20%,,Playable,N/A
"Apr 08, 2025",Victory At Sea Atlantic,Evil Twin Artworks,67%,$29.99,-25%,,Unsupported,N/A
"Apr 08, 2025",Rebirth! New Lover,次元边界,86%,$8.99,,,Playable,N/A
"Apr 07, 2025",Ambidextro,Majorariatto,98%,$7.99,,,Verified,N/A
"Apr 07, 2025",Shrimp.io,VuVuu,86%,Free,,,Playable,N/A
"Apr 07, 2025",Gravelord,"Fatbot Games, Fatbot Games, s. r. o.",93%,$19.99,,,Verified,N/A
"Apr 07, 2025",River Towns,"Frogsong Studios, Frogsong Studios AB",96%,$14.99,,,Playable,N/A
"Apr 07, 2025",Koira,"Ben Lega, Studio Tolima",94%,$17.99,,,Verified,N/A
"Apr 07, 2025",MiniRoyale,IndigoBlue,63%,Free,,,Playable,N/A
"Apr 07, 2025",Odd Remedy,Oddscure,87%,$9.99,,,Playable,N/A
"Apr 07, 2025",TV Studio Story,"Kairosoft Co.,Ltd",93%,$8.99,,,Verified,N/A
"Apr 06, 2025",ENA: Dream BBQ,ENA Team,98%,Free,,,Verified,N/A
"Apr 06, 2025",Climber Animals: Together,Payoff Games,92%,$3.99,,,Playable,N/A
"Apr 06, 2025",Rogue Rollout,Peepod Inc.,92%,$11.99,,,Playable,N/A
"Apr 05, 2025",Puck,"NS7, Nils Asejevs",85%,Free,,,Playable,N/A
"Apr 05, 2025",MagicShop3D,FireArmGames,81%,$4.99,,,Playable,N/A
"Apr 05, 2025",Aimcademy,Aimcademy,96%,Free,,,Playable,N/A
"Apr 05, 2025",Mars Vice,Rho Labyrinths GmbH,98%,$24.99,,,Playable,N/A
"Apr 05, 2025","The Legend of Heroes: Kai no Kiseki -Farewell, O Zemuria-",Nihon Falcom,79%,$57.99,,,Playable,N/A
"Apr 05, 2025",Dumball Rush,Goodlab Games,91%,Free,,,Unsupported,N/A
"Apr 05, 2025",Attractio,"GameCoder Studios, Render Farm Studios",40%,,,,Playable,N/A
"Apr 05, 2025",Sheep's Symphony,HGG Studio,92%,Free,,,Playable,N/A
"Apr 05, 2025",Dragon World,"FreezeNova, FreezeNova.Games",62%,Free,,,Playable,N/A
"Apr 05, 2025",Idol Party,LONGYOU TECHNOLOGY PTE.LTD.,75%,Free,,,Playable,N/A
"Apr 05, 2025",Spoockey,Hidden People Club,84%,Free,,,Playable,N/A
"Apr 05, 2025",The Balls,"Intergalactic, Intergalactics",66%,Free,,,Unsupported,N/A
"Apr 05, 2025",Fossil Hunters,Reptoid Games,84%,$14.99,,,Playable,N/A
